seq_len,wall_time,cpu_time,rnadist string,rnadist tree,rnapdist,f1score,mcc,auc
142,1.194,1.196,12,6,38.789,0.958,0.938,
94,1.201,1.203,28,16,37.798,0.83,0.765,
112,0.045,0.045,4,2,56.68,0.982,0.97,
331,25.78,25.83,28,16,126.789,0.946,0.912,
388,97.577,97.764,68,33,82.052,0.912,0.873,
32,0.05,0.05,16,8,5.407,0.75,0.579,
23,0.008,0.008,4,2,0.866,0.913,0.871,
189,6.182,6.194,26,14,66.121,0.926,0.894,
77,0.005,0.005,0,0,8.352,1.0,1.0,
82,0.052,0.052,2,2,36.12,0.976,0.957,
18,0.001,0.001,0,0,1.088,1.0,1.0,
41,0.012,0.013,4,2,7.204,0.951,0.875,
86,0.318,0.319,12,5,14.683,0.93,0.896,
140,0.547,0.548,18,10,38.668,0.929,0.894,
117,0.855,0.856,18,10,80.467,0.915,0.726,
115,0.122,0.122,2,2,44.131,0.983,0.972,
34,0.001,0.001,0,0,3.371,1.0,1.0,
84,0.52,0.521,12,5,35.486,0.929,0.883,
266,15.208,15.238,52,26,178.044,0.902,0.834,
61,0.004,0.004,0,0,23.159,1.0,1.0,
120,0.031,0.031,0,0,25.23,1.0,1.0,
75,0.061,0.061,4,2,47.903,0.973,0.957,
122,0.023,0.023,0,0,26.005,1.0,1.0,
339,3.558,3.571,36,18,231.802,0.947,0.872,
91,0.32,0.32,8,6,47.275,0.934,0.906,
58,0.146,0.146,24,12,39.264,0.793,0.601,
89,0.211,0.211,8,4,34.119,0.955,0.934,
37,0.001,0.001,0,0,4.689,1.0,1.0,
341,8.865,8.896,14,8,121.918,0.977,0.964,
119,0.034,0.035,0,0,23.485,1.0,1.0,
76,0.087,0.087,4,2,18.889,0.974,0.958,
233,13.868,13.919,64,27,109.119,0.88,0.79,
122,0.123,0.123,4,2,23.157,0.984,0.974,
30,0.078,0.078,18,10,5.914,0.667,0.577,
118,0.061,0.062,0,0,22.162,1.0,1.0,
50,0.039,0.04,4,2,17.573,0.96,0.938,
50,0.02,0.021,0,0,16.21,1.0,1.0,
77,0.003,0.003,0,0,39.766,1.0,1.0,
63,0.27,0.271,12,4,11.851,0.905,0.854,
48,0.142,0.142,8,5,21.289,0.875,0.819,
182,0.951,0.953,12,6,59.645,0.967,0.949,
42,0.076,0.076,8,4,9.529,0.905,0.861,
179,0.236,0.237,0,0,36.048,1.0,1.0,
105,0.243,0.244,8,4,39.552,0.962,0.944,
93,0.772,0.774,28,16,21.977,0.828,0.763,
96,0.135,0.135,20,10,96.414,0.896,0.676,
58,0.002,0.003,0,0,1.378,1.0,1.0,
363,68.494,68.627,100,49,250.4,0.862,0.654,
77,0.047,0.047,2,2,19.453,0.974,0.959,
27,0.013,0.013,4,2,3.376,0.926,0.894,
155,0.355,0.355,4,2,29.992,0.987,0.981,
125,0.138,0.139,4,2,30.351,0.984,0.976,
91,0.01,0.01,0,0,17.066,1.0,1.0,
29,0.009,0.009,4,2,0.277,0.931,0.901,
66,0.785,0.786,28,16,14.1,0.758,0.692,
76,0.605,0.607,12,5,50.119,0.921,0.874,
74,0.68,0.684,12,6,31.613,0.919,0.884,
101,0.462,0.465,12,8,19.259,0.921,0.881,
120,0.017,0.017,0,0,39.123,1.0,1.0,
39,0.02,0.021,4,2,3.887,0.949,0.926,
21,0.002,0.002,0,0,0.44,1.0,1.0,
99,0.083,0.084,0,0,6.557,1.0,1.0,
231,0.422,0.423,4,2,28.146,0.991,0.987,
115,0.014,0.014,0,0,24.779,1.0,1.0,
151,0.974,0.976,8,4,55.026,0.974,0.96,
101,0.306,0.306,12,6,24.539,0.941,0.913,
92,0.006,0.006,0,0,7.99,1.0,1.0,
103,0.273,0.274,8,4,18.411,0.961,0.942,
91,0.276,0.278,0,0,10.22,1.0,1.0,
76,4.01,4.047,12,6,46.965,0.921,0.877,
161,3.744,3.779,20,10,32.477,0.938,0.91,
108,0.159,0.159,4,2,27.17,0.981,0.973,
76,0.031,0.031,0,0,36.42,1.0,1.0,
119,0.015,0.015,0,0,24.288,1.0,1.0,
91,0.321,0.322,8,6,50.321,0.934,0.905,
45,0.002,0.002,0,0,6.561,1.0,1.0,
85,0.058,0.058,4,2,16.159,0.976,0.963,
106,0.12,0.12,4,2,20.345,0.981,0.972,
360,61.899,62.02,58,30,223.58,0.917,0.793,
115,0.237,0.237,10,6,43.277,0.948,0.918,
25,0.001,0.001,0,0,8.357,1.0,1.0,
33,0.002,0.002,0,0,0.708,1.0,1.0,
38,0.003,0.003,0,0,12.904,1.0,1.0,
38,0.003,0.003,0,0,5.603,1.0,1.0,
120,18.892,18.965,0,0,59.64,1.0,1.0,
369,18.876,18.949,44,22,304.002,0.94,0.714,
59,0.079,0.079,8,4,5.028,0.932,0.903,
21,0.009,0.009,0,0,1.853,1.0,1.0,
112,0.127,0.127,4,2,30.369,0.982,0.973,
349,25.08,25.129,26,14,209.26,0.96,0.93,
349,33.198,33.262,50,26,219.811,0.926,0.87,
103,0.127,0.127,4,2,18.315,0.981,0.971,
76,0.063,0.063,4,2,29.529,0.974,0.957,
108,0.256,0.256,4,2,9.737,0.981,0.972,
109,0.202,0.203,4,2,7.444,0.982,0.972,
39,0.001,0.001,0,0,3.094,1.0,1.0,
89,0.138,0.138,4,2,25.422,0.978,0.967,
109,0.008,0.008,0,0,6.167,1.0,1.0,
76,0.006,0.006,0,0,34.46,1.0,1.0,
182,0.297,0.298,4,2,66.408,0.989,0.983,
360,75.105,75.251,56,33,216.098,0.908,0.771,
110,0.275,0.276,12,6,24.487,0.945,0.92,
258,3.495,3.51,28,14,89.412,0.946,0.921,
177,0.818,0.823,12,6,49.889,0.966,0.946,
169,0.709,0.71,12,6,41.904,0.964,0.948,
360,17.209,17.238,48,26,249.083,0.928,0.799,
98,0.047,0.048,0,0,32.17,1.0,1.0,
119,0.016,0.016,0,0,25.638,1.0,1.0,
86,0.327,0.328,12,6,12.735,0.93,0.899,
19,0.001,0.001,0,0,0.874,1.0,1.0,
215,0.742,0.747,12,6,122.371,0.972,0.949,
100,74.947,75.766,0,0,16.711,1.0,1.0,
122,74.897,75.716,4,2,22.314,0.984,0.974,
363,74.779,75.597,100,49,259.503,0.862,0.657,
115,0.312,0.313,16,8,47.865,0.93,0.893,
62,0.062,0.062,4,2,20.489,0.968,0.953,
70,0.196,0.197,8,4,11.01,0.943,0.918,
51,0.011,0.011,4,2,4.197,0.961,0.879,
66,0.185,0.186,12,6,29.059,0.909,0.861,
369,16.326,16.358,22,11,150.121,0.967,0.948,
37,0.011,0.011,0,0,2.813,1.0,1.0,
71,0.012,0.012,0,0,12.735,1.0,1.0,
128,2.034,2.038,14,8,44.545,0.938,0.909,
59,0.073,0.073,4,2,4.972,0.966,0.95,
104,0.133,0.133,4,2,18.251,0.981,0.972,
47,0.025,0.025,4,2,4.983,0.957,0.938,
169,0.033,0.033,0,0,33.388,1.0,1.0,
78,0.514,0.516,16,7,21.309,0.897,0.85,
29,0.001,0.001,0,0,1.138,1.0,1.0,
104,0.012,0.012,0,0,7.177,1.0,1.0,
84,0.369,0.369,10,5,23.486,0.929,0.89,
363,63.094,63.216,84,42,249.595,0.879,0.699,
37,0.001,0.001,0,0,3.909,1.0,1.0,
75,0.011,0.011,0,0,32.37,1.0,1.0,
120,0.023,0.023,0,0,29.019,1.0,1.0,
71,0.242,0.243,12,6,15.277,0.915,0.875,
206,0.962,0.963,20,10,89.246,0.951,0.929,
74,0.69,0.693,12,6,49.645,0.919,0.833,
76,0.215,0.216,12,5,15.008,0.921,0.881,
118,0.182,0.183,12,6,45.776,0.949,0.913,
61,0.008,0.008,0,0,9.495,1.0,1.0,
129,0.373,0.374,8,4,9.77,0.969,0.953,
76,0.01,0.01,0,0,15.478,1.0,1.0,
75,0.198,0.199,12,6,21.203,0.92,0.881,
45,0.006,0.006,0,0,1.681,1.0,1.0,
37,0.016,0.016,4,2,12.781,0.946,0.901,
349,30.808,30.927,50,24,215.779,0.931,0.88,
58,0.008,0.009,0,0,7.248,1.0,1.0,
46,0.007,0.007,0,0,13.606,1.0,1.0,
142,1.106,1.108,12,6,30.875,0.958,0.938,
107,0.035,0.035,0,0,15.553,1.0,1.0,
119,3.068,3.08,30,16,50.086,0.866,0.812,
111,0.077,0.078,8,4,83.449,0.964,0.893,
115,0.02,0.02,0,0,26.453,1.0,1.0,
27,0.001,0.001,0,0,1.455,1.0,1.0,
73,0.003,0.004,0,0,23.379,1.0,1.0,
114,0.628,0.629,12,6,88.332,0.947,0.88,
192,32.214,32.276,56,29,104.631,0.844,0.779,
81,0.3,0.301,12,6,9.506,0.926,0.894,
42,0.001,0.001,0,0,1.907,1.0,1.0,
161,7.451,7.466,28,11,43.611,0.925,0.892,
90,0.041,0.041,0,0,10.602,1.0,1.0,
100,0.044,0.045,0,0,18.49,1.0,1.0,
392,254.928,255.422,84,46,157.409,0.883,0.831,
69,0.366,0.367,14,8,46.155,0.884,0.797,
331,18.937,18.973,28,14,125.922,0.958,0.932,
115,0.027,0.027,0,0,11.808,1.0,1.0,
72,0.008,0.008,0,0,7.691,1.0,1.0,
35,0.036,0.036,6,4,16.411,0.886,0.836,
125,0.134,0.134,0,0,34.063,1.0,1.0,
86,0.308,0.31,12,6,13.535,0.93,0.899,
