seq_len,wall_time,cpu_time,rnadist string,rnadist tree,rnapdist,f1score,mcc,auc
91,613.126,717.193,12,7,51.056,0.923,0.889,
72,45.71,53.612,6,4,22.449,0.944,0.889,
76,613.796,717.96,12,2,26.118,0.974,0.959,
339,613.879,718.071,44,22,216.697,0.935,0.843,
120,19.123,22.754,6,4,15.738,0.967,0.95,
43,13.225,15.618,0,0,1.161,1.0,1.0,
369,613.81,717.978,76,38,162.136,0.924,0.879,
78,613.232,717.326,16,8,9.687,0.897,0.846,
57,613.715,717.851,8,4,16.018,0.93,0.895,
190,613.072,717.128,116,60,90.371,0.774,0.644,
73,614.073,718.262,12,4,44.736,0.945,0.916,
30,612.539,716.503,4,2,1.627,0.933,0.903,
119,13.895,16.859,0,0,34.01,1.0,1.0,
159,613.808,717.986,68,33,73.552,0.83,0.706,
118,613.687,746.919,32,20,24.826,0.864,0.791,
188,613.674,746.902,96,49,76.477,0.771,0.659,
45,13.012,14.832,8,4,8.809,0.911,0.874,
71,613.608,746.806,12,4,9.989,0.944,0.918,
369,613.928,747.178,48,24,309.267,0.935,0.674,
63,613.618,746.825,42,28,25.67,0.651,0.297,
120,43.367,52.026,0,0,10.762,1.0,1.0,
